State,,County Name,,,,Median Home Price Q4 2023,,,"Monthly Payment Q4
2023",,,"Monthly Payment
Q4 2022",,,,,
,,Beadle County,,,,"$160,200",,,$990,,,$880,,,,,
,,Bennett County,,,,"$134,920",,,$830,,,$740,,,,,
,,Bon Homme County,,,,"$118,700",,,$730,,,$650,,,,,
,,Brookings County,,,,"$239,930",,,"$1,480",,,"$1,320",,,,,
,,Brown County,,,,"$211,070",,,"$1,300",,,"$1,160",,,,,
,,Brule County,,,,"$197,910",,,"$1,220",,,"$1,090",,,,,
,,Buffalo County,,,,"$109,330",,,$670,,,$600,,,,,
,,Butte County,,,,"$199,070",,,"$1,230",,,"$1,100",,,,,
,,Campbell County,,,,"$84,580",,,$520,,,$470,,,,,
,,Charles Mix County,,,,"$171,890",,,"$1,060",,,$950,,,,,
,,Clark County,,,,"$142,720",,,$880,,,$790,,,,,
,,Clay County,,,,"$220,450",,,"$1,360",,,"$1,220",,,,,
,,Codington County,,,,"$217,600",,,"$1,340",,,"$1,200",,,,,
,,Corson County,,,,"$80,050",,,$490,,,$440,,,,,
,,Custer County,,,,"$310,400",,,"$1,920",,,"$1,710",,,,,
,,Davison County,,,,"$187,590",,,"$1,160",,,"$1,030",,,,,
,,Day County,,,,"$141,980",,,$880,,,$780,,,,,
,,Deuel County,,,,"$187,590",,,"$1,160",,,"$1,030",,,,,
,,Dewey County,,,,"$78,780",,,$490,,,$430,,,,,
,,Douglas County,,,,"$127,340",,,$790,,,$700,,,,,
,,Edmunds County,,,,"$149,880",,,$920,,,$830,,,,,
,,Fall River County,,,,"$166,940",,,"$1,030",,,$920,,,,,
,,Faulk County,,,,"$121,440",,,$750,,,$670,,,,,
,,Grant County,,,,"$177,470",,,"$1,100",,,$980,,,,,
,,Gregory County,,,,"$114,910",,,$710,,,$630,,,,,
,,Haakon County,,,,"$146,610",,,$900,,,$810,,,,,
,,Hamlin County,,,,"$191,480",,,"$1,180",,,"$1,060",,,,,
,,Hand County,,,,"$157,990",,,$970,,,$870,,,,,
,,Hanson County,,,,"$180,420",,,"$1,110",,,$990,,,,,
,,Harding County,,,,"$135,130",,,$830,,,$750,,,,,
,,Hughes County,,,,"$228,030",,,"$1,410",,,"$1,260",,,,,
,,Hutchinson County,,,,"$151,460",,,$930,,,$840,,,,,
,,Hyde County,,,,"$102,480",,,$630,,,$570,,,,,
,,Jackson County,,,,"$114,170",,,$700,,,$630,,,,,
,,Jerauld County,,,,"$123,860",,,$760,,,$680,,,,,
,,Jones County,,,,"$104,270",,,$640,,,$570,,,,,
,,Kingsbury County,,,,"$157,250",,,$970,,,$870,,,,,
,,Lake County,,,,"$207,070",,,"$1,280",,,"$1,140",,,,,
,,Lawrence County,,,,"$282,170",,,"$1,740",,,"$1,560",,,,,
,,Lincoln County,,,,"$365,800",,,"$2,260",,,"$1,990",,,,,
,,Lyman County,,,,"$139,140",,,$860,,,$770,,,,,
,,McCook County,,,,"$198,470",,,"$1,220",,,"$1,080",,,,,
,,McPherson County,,,,"$82,050",,,$510,,,$450,,,,,
,,Marshall County,,,,"$148,620",,,$920,,,$820,,,,,
,,Meade County,,,,"$268,540",,,"$1,660",,,"$1,470",,,,,
,,Melette County,,,,"$63,930",,,$390,,,$350,,,,,
,,Miner County,,,,"$98,900",,,$610,,,$550,,,,,
,,Minnehaha County,,,,"$286,030",,,"$1,760",,,"$1,560",,,,,
,,Moody County,,,,"$204,330",,,"$1,260",,,"$1,130",,,,,
,,Pennington County,,,,"$317,400",,,"$1,960",,,"$1,730",,,,,
,,Perkins County,,,,"$114,700",,,$710,,,$630,,,,,
,,Potter County,,,,"$136,710",,,$840,,,$750,,,,,
,,Roberts County,,,,"$134,610",,,$830,,,$740,,,,,
,,Sanborn County,,,,"$135,660",,,$840,,,$750,,,,,
,,Spink County,,,,"$113,960",,,$700,,,$630,,,,,
,,Stanley County,,,,"$179,480",,,"$1,110",,,$990,,,,,
,,Sully County,,,,"$200,960",,,"$1,240",,,"$1,110",,,,,
,,Todd County,,,,"$42,660",,,$260,,,$240,,,,,
,,Tripp County,,,,"$134,920",,,$830,,,$740,,,,,
,,Turner County,,,,"$186,950",,,"$1,150",,,"$1,020",,,,,
,,Union County,,,,"$271,100",,,"$1,670",,,"$1,480",,,,,
,,Walworth County,,,,"$122,070",,,$750,,,$670,,,,,
,,Yankton County,,,,"$200,540",,,"$1,240",,,"$1,110",,,,,
,,Ziebach County,,,,"$97,950",,,$600,,,$540,,,,,
,,Anderson County,,,,"$270,860",,,"$1,670",,,"$1,440",,,,,
,,Bedford County,,,,"$236,120",,,"$1,460",,,"$1,280",,,,,
,,Benton County,,,,"$119,560",,,$740,,,$650,,,,,
,,Bledsoe County,,,,"$164,070",,,"$1,010",,,$890,,,,,
,,Blount County,,,,"$332,090",,,"$2,050",,,"$1,770",,,,,
,,Bradley County,,,,"$281,210",,,"$1,740",,,"$1,420",,,,,
,,Campbell County,,,,"$151,690",,,$940,,,$830,,,,,
,,Cannon County,,,,"$225,310",,,"$1,390",,,"$1,260",,,,,
,,Carroll County,,,,"$125,430",,,$770,,,$680,,,,,
,,Carter County,,,,"$159,340",,,$980,,,$840,,,,,
,,Cheatham County,,,,"$271,370",,,"$1,670",,,"$1,520",,,,,
,,Chester County,,,,"$145,040",,,$890,,,$790,,,,,
,,Claiborne County,,,,"$144,530",,,$890,,,$790,,,,,
,,Clay County,,,,"$141,440",,,$870,,,$770,,,,,
,,Cocke County,,,,"$146,240",,,$900,,,$800,,,,,
,,Coffee County,,,,"$217,120",,,"$1,340",,,"$1,180",,,,,
,,Crockett County,,,,"$135,570",,,$840,,,$740,,,,,
,,Cumberland County,,,,"$213,280",,,"$1,320",,,"$1,160",,,,,
,,Davidson County,,,,"$449,900",,,"$2,780",,,"$2,520",,,,,
,,Decatur County,,,,"$137,270",,,$850,,,$750,,,,,
,,DeKalb County,,,,"$195,450",,,"$1,210",,,"$1,060",,,,,
,,Dickson County,,,,"$252,330",,,"$1,560",,,"$1,420",,,,,
,,Dyer County,,,,"$158,940",,,$980,,,$860,,,,,
,,Fayette County,,,,"$284,660",,,"$1,760",,,"$1,640",,,,,
,,Fentress County,,,,"$146,240",,,$900,,,$800,,,,,
,,Franklin County,,,,"$205,380",,,"$1,270",,,"$1,120",,,,,
,,Gibson County,,,,"$139,730",,,$860,,,$760,,,,,
,,Giles County,,,,"$184,140",,,"$1,140",,,"$1,000",,,,,
,,Grainger County,,,,"$161,640",,,"$1,000",,,$880,,,,,
,,Greene County,,,,"$203,350",,,"$1,250",,,"$1,110",,,,,
,,Grundy County,,,,"$134,930",,,$830,,,$730,,,,,
,,Hamblen County,,,,"$217,330",,,"$1,340",,,"$1,180",,,,,
,,Hamilton County,,,,"$337,160",,,"$2,080",,,"$1,760",,,,,
,,Hancock County,,,,"$120,200",,,$740,,,$650,,,,,
,,Hardeman County,,,,"$120,300",,,$740,,,$650,,,,,
,,Hardin County,,,,"$151,900",,,$940,,,$830,,,,,
,,Hawkins County,,,,"$168,340",,,"$1,040",,,$890,,,,,
,,Haywood County,,,,"$124,790",,,$770,,,$680,,,,,
,,Henderson County,,,,"$149,020",,,$920,,,$810,,,,,
,,Henry County,,,,"$150,510",,,$930,,,$820,,,,,
,,Hickman County,,,,"$169,630",,,"$1,050",,,$950,,,,,
,,Houston County,,,,"$159,260",,,$980,,,$870,,,,,
,,Humphreys County,,,,"$187,450",,,"$1,160",,,"$1,020",,,,,
,,Jackson County,,,,"$134,610",,,$830,,,$730,,,,,
,,Jefferson County,,,,"$196,490",,,"$1,210",,,"$1,070",,,,,
Tennessee,,Johnson County,,,,"$166,950",,,"$1,030",,,$910,,,,,
,,Knox County,,,,"$332,750",,,"$2,050",,,"$1,770",,,,,
,,Lake County,,,,"$119,450",,,$740,,,$650,,,,,
,,Lauderdale County,,,,"$118,270",,,$730,,,$640,,,,,
,,Lawrence County,,,,"$167,060",,,"$1,030",,,$910,,,,,
,,Lewis County,,,,"$148,480",,,$920,,,$810,,,,,
,,Lincoln County,,,,"$198,870",,,"$1,230",,,"$1,080",,,,,
,,Loudon County,,,,"$287,420",,,"$1,770",,,"$1,530",,,,,
,,McMinn County,,,,"$184,990",,,"$1,140",,,"$1,010",,,,,
,,McNairy County,,,,"$133,860",,,$830,,,$730,,,,,
,,Macon County,,,,"$191,570",,,"$1,180",,,"$1,070",,,,,
,,Madison County,,,,"$209,440",,,"$1,290",,,"$1,150",,,,,
,,Marion County,,,,"$170,360",,,"$1,050",,,$890,,,,,
,,Marshall County,,,,"$233,240",,,"$1,440",,,"$1,270",,,,,
,,Maury County,,,,"$375,740",,,"$2,320",,,"$2,040",,,,,
,,Meigs County,,,,"$174,000",,,"$1,070",,,$950,,,,,
,,Monroe County,,,,"$186,590",,,"$1,150",,,"$1,020",,,,,
,,Montgomery County,,,,"$291,570",,,"$1,800",,,"$1,620",,,,,
,,Moore County,,,,"$274,020",,,"$1,690",,,"$1,490",,,,,
,,Morgan County,,,,"$141,970",,,$880,,,$770,,,,,
,,Obion County,,,,"$127,560",,,$790,,,$690,,,,,
,,Overton County,,,,"$166,520",,,"$1,030",,,$910,,,,,
,,Perry County,,,,"$131,190",,,$810,,,$710,,,,,
,,Pickett County,,,,"$159,370",,,$980,,,$870,,,,,
,,Polk County,,,,"$147,210",,,$910,,,$740,,,,,
,,Putnam County,,,,"$312,230",,,"$1,930",,,"$1,700",,,,,
,,Rhea County,,,,"$166,310",,,"$1,030",,,$900,,,,,
,,Roane County,,,,"$206,450",,,"$1,270",,,"$1,120",,,,,
,,Robertson County,,,,"$338,440",,,"$2,090",,,"$1,900",,,,,
,,Rutherford County,,,,"$400,640",,,"$2,470",,,"$2,250",,,,,
,,Scott County,,,,"$121,580",,,$750,,,$660,,,,,
,,Sequatchie County,,,,"$205,540",,,"$1,270",,,"$1,070",,,,,
,,Sevier County,,,,"$336,570",,,"$2,080",,,"$1,830",,,,,
,,Shelby County,,,,"$252,730",,,"$1,560",,,"$1,460",,,,,
,,Smith County,,,,"$207,510",,,"$1,280",,,"$1,160",,,,,
,,Stewart County,,,,"$170,830",,,"$1,050",,,$950,,,,,
,,Sullivan County,,,,"$228,980",,,"$1,410",,,"$1,210",,,,,
,,Sumner County,,,,"$409,130",,,"$2,520",,,"$2,300",,,,,
,,Tipton County,,,,"$204,990",,,"$1,260",,,"$1,180",,,,,
,,Trousdale County,,,,"$225,000",,,"$1,390",,,"$1,260",,,,,
,,Unicoi County,,,,"$165,490",,,"$1,020",,,$870,,,,,
,,Union County,,,,"$179,120",,,"$1,110",,,$950,,,,,
,,Van Buren County,,,,"$141,650",,,$870,,,$770,,,,,
,,Warren County,,,,"$159,800",,,$990,,,$870,,,,,
,,Washington County,,,,"$284,500",,,"$1,760",,,"$1,500",,,,,
,,Wayne County,,,,"$137,700",,,$850,,,$750,,,,,
,,Weakley County,,,,"$131,400",,,$810,,,$710,,,,,
,,White County,,,,"$172,390",,,"$1,060",,,$940,,,,,
,,Williamson County,,,,"$766,710",,,"$4,730",,,"$4,300",,,,,
,,Wilson County,,,,"$452,080",,,"$2,790",,,"$2,540",,,,,
,,Anderson County,,,,"$159,530",,,$980,,,$900,,,,,
,,Andrews County,,,,"$185,010",,,"$1,140",,,"$1,040",,,,,
,,Angelina County,,,,"$179,130",,,"$1,110",,,"$1,010",,,,,
,,Aransas County,,,,"$221,740",,,"$1,370",,,"$1,290",,,,,
,,Archer County,,,,"$160,410",,,$990,,,$910,,,,,
,,Armstrong County,,,,"$174,180",,,"$1,070",,,$970,,,,,
,,Atascosa County,,,,"$144,570",,,$890,,,$820,,,,,
,,Austin County,,,,"$250,760",,,"$1,550",,,"$1,390",,,,,
,,Bailey County,,,,"$115,980",,,$720,,,$650,,,,,
,,Bandera County,,,,"$243,320",,,"$1,500",,,"$1,380",,,,,
,,Bastrop County,,,,"$299,640",,,"$1,850",,,"$1,800",,,,,
,,Baylor County,,,,"$95,030",,,$590,,,$530,,,,,
,,Bee County,,,,"$110,100",,,$680,,,$620,,,,,
,,Bell County,,,,"$246,230",,,"$1,520",,,"$1,360",,,,,
,,Bexar County,,,,"$265,770",,,"$1,640",,,"$1,510",,,,,
,,Blanco County,,,,"$319,670",,,"$1,970",,,"$1,800",,,,,
,,Borden County,,,,"$107,520",,,$660,,,$610,,,,,
,,Bosque County,,,,"$156,220",,,$960,,,$880,,,,,
,,Bowie County,,,,"$176,730",,,"$1,090",,,"$1,010",,,,,
,,Brazoria County,,,,"$293,910",,,"$1,810",,,"$1,630",,,,,
,,Brazos County,,,,"$290,590",,,"$1,790",,,"$1,530",,,,,
,,Brewster County,,,,"$206,890",,,"$1,280",,,"$1,160",,,,,
,,Briscoe County,,,,"$79,870",,,$490,,,$450,,,,,
,,Brooks County,,,,"$82,650",,,$510,,,$470,,,,,
,,Brown County,,,,"$142,290",,,$880,,,$800,,,,,
,,Burleson County,,,,"$170,480",,,"$1,050",,,$900,,,,,
,,Burnet County,,,,"$276,850",,,"$1,710",,,"$1,560",,,,,
,,Caldwell County,,,,"$178,860",,,"$1,100",,,"$1,080",,,,,
,,Calhoun County,,,,"$135,630",,,$840,,,$740,,,,,
,,Callahan County,,,,"$145,300",,,$900,,,$750,,,,,
,,Cameron County,,,,"$147,400",,,$910,,,$770,,,,,
,,Camp County,,,,"$151,270",,,$930,,,$850,,,,,
,,Carson County,,,,"$134,790",,,$830,,,$750,,,,,
,,Cass County,,,,"$119,280",,,$740,,,$670,,,,,
,,Castro County,,,,"$99,470",,,$610,,,$560,,,,,
,,Chambers County,,,,"$291,710",,,"$1,800",,,"$1,620",,,,,
,,Cherokee County,,,,"$142,910",,,$880,,,$800,,,,,
,,Childress County,,,,"$114,640",,,$710,,,$650,,,,,
,,Clay County,,,,"$142,280",,,$880,,,$810,,,,,
,,Cochran County,,,,"$49,530",,,$310,,,$280,,,,,
,,Coke County,,,,"$97,920",,,$600,,,$550,,,,,
,,Coleman County,,,,"$94,730",,,$580,,,$530,,,,,
,,Collin County,,,,"$489,040",,,"$3,020",,,"$2,760",,,,,
,,Collingsworth County,,,,"$92,350",,,$570,,,$520,,,,,
,,Colorado County,,,,"$178,410",,,"$1,100",,,"$1,000",,,,,
,,Comal County,,,,"$415,370",,,"$2,560",,,"$2,350",,,,,
,,Comanche County,,,,"$136,000",,,$840,,,$770,,,,,
,,Concho County,,,,"$95,860",,,$590,,,$540,,,,,
,,Cooke County,,,,"$213,700",,,"$1,320",,,"$1,200",,,,,
,,Coryell County,,,,"$189,280",,,"$1,170",,,"$1,040",,,,,
,,Cottle County,,,,"$53,040",,,$330,,,$300,,,,,
,,Crane County,,,,"$120,730",,,$740,,,$680,,,,,
,,Crockett County,,,,"$187,080",,,"$1,150",,,"$1,050",,,,,
,,Crosby County,,,,"$72,970",,,$450,,,$400,,,,,
,,Culberson County,,,,"$85,950",,,$530,,,$480,,,,,
,,Dallam County,,,,"$117,430",,,$720,,,$660,,,,,
,,Dallas County,,,,"$305,170",,,"$1,880",,,"$1,730",,,,,
,,Dawson County,,,,"$98,130",,,$610,,,$550,,,,,
,,Deaf Smith County,,,,"$110,930",,,$680,,,$620,,,,,
,,Delta County,,,,"$168,150",,,"$1,040",,,$950,,,,,
,,Denton County,,,,"$440,040",,,"$2,720",,,"$2,490",,,,,
,,DeWitt County,,,,"$161,690",,,"$1,000",,,$910,,,,,
,,Dickens County,,,,"$69,130",,,$430,,,$390,,,,,
,,Dimmit County,,,,"$78,320",,,$480,,,$440,,,,,
,,Donley County,,,,"$102,050",,,$630,,,$570,,,,,
,,Duval County,,,,"$78,420",,,$480,,,$440,,,,,
,,Eastland County,,,,"$114,020",,,$700,,,$640,,,,,
,,Ector County,,,,"$184,960",,,"$1,140",,,"$1,070",,,,,
,,Edwards County,,,,"$89,570",,,$550,,,$500,,,,,
,,Ellis County,,,,"$323,660",,,"$2,000",,,"$1,830",,,,,
,,El Paso County,,,,"$182,490",,,"$1,130",,,$990,,,,,
,,Erath County,,,,"$226,600",,,"$1,400",,,"$1,280",,,,,
,,Falls County,,,,"$106,690",,,$660,,,$600,,,,,
,,Fannin County,,,,"$199,360",,,"$1,230",,,"$1,120",,,,,
,,Fayette County,,,,"$262,300",,,"$1,620",,,"$1,480",,,,,
,,Fisher County,,,,"$85,340",,,$530,,,$480,,,,,
,,Floyd County,,,,"$93,690",,,$580,,,$530,,,,,
,,Foard County,,,,"$67,070",,,$410,,,$380,,,,,
,,Fort Bend County,,,,"$367,360",,,"$2,270",,,"$2,040",,,,,
,,Franklin County,,,,"$201,010",,,"$1,240",,,"$1,130",,,,,
,,Freestone County,,,,"$159,840",,,$990,,,$900,,,,,
,,Frio County,,,,"$101,120",,,$620,,,$570,,,,,
,,Gaines County,,,,"$186,870",,,"$1,150",,,"$1,050",,,,,
,,Galveston County,,,,"$307,600",,,"$1,900",,,"$1,710",,,,,
,,Garza County,,,,"$90,290",,,$560,,,$510,,,,,
,,Gillespie County,,,,"$412,130",,,"$2,540",,,"$2,320",,,,,
,,Glasscock County,,,,"$266,530",,,"$1,640",,,"$1,500",,,,,
,,Goliad County,,,,"$182,390",,,"$1,130",,,"$1,000",,,,,
,,Gonzales County,,,,"$161,070",,,$990,,,$910,,,,,
,,Gray County,,,,"$96,580",,,$600,,,$540,,,,,
,,Grayson County,,,,"$247,900",,,"$1,530",,,"$1,450",,,,,
,,Gregg County,,,,"$197,280",,,"$1,220",,,"$1,090",,,,,
,,Grimes County,,,,"$219,270",,,"$1,350",,,"$1,230",,,,,
,,Guadalupe County,,,,"$302,990",,,"$1,870",,,"$1,720",,,,,
,,Hale County,,,,"$100,610",,,$620,,,$570,,,,,
,,Hall County,,,,"$70,170",,,$430,,,$390,,,,,
,,Hamilton County,,,,"$126,510",,,$780,,,$710,,,,,
,,Hansford County,,,,"$104,940",,,$650,,,$590,,,,,
,,Hardeman County,,,,"$67,900",,,$420,,,$380,,,,,
,,Hardin County,,,,"$174,280",,,"$1,080",,,"$1,020",,,,,
,,Harris County,,,,"$275,830",,,"$1,700",,,"$1,530",,,,,
,,Harrison County,,,,"$159,420",,,$980,,,$900,,,,,
,,Hartley County,,,,"$233,720",,,"$1,440",,,"$1,320",,,,,
,,Haskell County,,,,"$72,020",,,$440,,,$410,,,,,
,,Hays County,,,,"$385,890",,,"$2,380",,,"$2,320",,,,,
,,Hemphill County,,,,"$206,990",,,"$1,280",,,"$1,160",,,,,
,,Henderson County,,,,"$211,020",,,"$1,300",,,"$1,190",,,,,
,,Hidalgo County,,,,"$128,410",,,$790,,,$720,,,,,
,,Hill County,,,,"$146,520",,,$900,,,$820,,,,,
,,Hockley County,,,,"$114,330",,,$710,,,$640,,,,,
,,Hood County,,,,"$300,270",,,"$1,850",,,"$1,690",,,,,
,,Hopkins County,,,,"$178,310",,,"$1,100",,,"$1,000",,,,,
,,Houston County,,,,"$132,390",,,$820,,,$750,,,,,
,,Howard County,,,,"$137,130",,,$850,,,$770,,,,,
,,Hudspeth County,,,,"$59,230",,,$370,,,$330,,,,,
,,Hunt County,,,,"$265,010",,,"$1,640",,,"$1,500",,,,,
,,Hutchinson County,,,,"$99,570",,,$610,,,$560,,,,,
,,Irion County,,,,"$149,590",,,$920,,,$870,,,,,
,,Jack County,,,,"$139,820",,,$860,,,$790,,,,,
,,Jackson County,,,,"$144,770",,,$890,,,$810,,,,,
,,Jasper County,,,,"$121,140",,,$750,,,$680,,,,,
,,Jeff Davis County,,,,"$172,630",,,"$1,070",,,$970,,,,,
,,Jefferson County,,,,"$159,410",,,$980,,,$930,,,,,
,,Jim Hogg County,,,,"$118,770",,,$730,,,$670,,,,,
,,Jim Wells County,,,,"$94,520",,,$580,,,$530,,,,,
,,Johnson County,,,,"$292,230",,,"$1,800",,,"$1,650",,,,,
,,Jones County,,,,"$99,190",,,$610,,,$510,,,,,
,,Karnes County,,,,"$142,190",,,$880,,,$800,,,,,
,,Kaufman County,,,,"$325,100",,,"$2,010",,,"$1,840",,,,,
,,Kendall County,,,,"$475,870",,,"$2,940",,,"$2,700",,,,,
,,Kent County,,,,"$78,830",,,$490,,,$440,,,,,
,,Kerr County,,,,"$269,010",,,"$1,660",,,"$1,510",,,,,
,,Kimble County,,,,"$195,640",,,"$1,210",,,"$1,100",,,,,
,,King County,,,,"$115,780",,,$710,,,$650,,,,,
,,Kinney County,,,,"$132,390",,,$820,,,$750,,,,,
,,Kleberg County,,,,"$56,860",,,$350,,,$320,,,,,
,,Knox County,,,,"$157,670",,,$970,,,$890,,,,,
,,Lamar County,,,,"$81,830",,,$500,,,$460,,,,,
,,Lamb County,,,,"$228,550",,,"$1,410",,,"$1,260",,,,,
,,Lampasas County,,,,"$102,570",,,$630,,,$580,,,,,
,,La Salle County,,,,"$212,050",,,"$1,310",,,"$1,190",,,,,
,,Lavaca County,,,,"$214,730",,,"$1,320",,,"$1,210",,,,,
,,Lee County,,,,"$163,760",,,"$1,010",,,$920,,,,,
,,Leon County,,,,"$161,840",,,"$1,000",,,$900,,,,,
,,Liberty County,,,,"$139,710",,,$860,,,$790,,,,,
,,Limestone County,,,,"$123,620",,,$760,,,$700,,,,,
,,Lipscomb County,,,,"$147,560",,,$910,,,$830,,,,,
,,Live Oak County,,,,"$296,150",,,"$1,830",,,"$1,670",,,,,
,,Llano County,,,,"$225,770",,,"$1,390",,,"$1,270",,,,,
,,Lubbock County,,,,"$219,330",,,"$1,350",,,"$1,210",,,,,
,,Lynn County,,,,"$120,520",,,$740,,,$680,,,,,
,,McCulloch County,,,,"$101,850",,,$630,,,$570,,,,,
,,McLennan County,,,,"$237,510",,,"$1,470",,,"$1,360",,,,,
,,McMullen County,,,,"$108,450",,,$670,,,$610,,,,,
,,Madison County,,,,"$143,530",,,$890,,,$810,,,,,
,,Marion County,,,,"$106,390",,,$660,,,$600,,,,,
,,Martin County,,,,"$148,070",,,$910,,,$830,,,,,
,,Mason County,,,,"$262,610",,,"$1,620",,,"$1,480",,,,,
,,Matagorda County,,,,"$160,150",,,$990,,,$900,,,,,
,,Maverick County,,,,"$128,980",,,$800,,,$730,,,,,
,,Medina County,,,,"$190,920",,,"$1,180",,,"$1,080",,,,,
,,Menard County,,,,"$89,260",,,$550,,,$500,,,,,
,,Midland County,,,,"$314,890",,,"$1,940",,,"$1,660",,,,,
,,Milam County,,,,"$154,370",,,$950,,,$870,,,,,
,,Mills County,,,,"$194,920",,,"$1,200",,,"$1,100",,,,,
,,Mitchell County,,,,"$86,570",,,$530,,,$490,,,,,
,,Montague County,,,,"$172,220",,,"$1,060",,,$970,,,,,
,,Montgomery County,,,,"$357,960",,,"$2,210",,,"$1,990",,,,,
,,Moore County,,,,"$126,610",,,$780,,,$710,,,,,
,,Morris County,,,,"$112,060",,,$690,,,$630,,,,,
,,Motley County,,,,"$74,400",,,$460,,,$420,,,,,
,,Nacogdoches County,,,,"$155,500",,,$960,,,$880,,,,,
,,Navarro County,,,,"$146,830",,,$910,,,$830,,,,,
,,Newton County,,,,"$92,970",,,$570,,,$520,,,,,
,,Nolan County,,,,"$94,210",,,$580,,,$530,,,,,
,,Nueces County,,,,"$201,820",,,"$1,250",,,"$1,170",,,,,
,,Ochiltree County,,,,"$122,170",,,$750,,,$690,,,,,
,,Oldham County,,,,"$128,980",,,$800,,,$730,,,,,
,,Orange County,,,,"$188,550",,,"$1,160",,,"$1,100",,,,,
,,Palo Pinto County,,,,"$156,330",,,$960,,,$880,,,,,
,,Panola County,,,,"$143,840",,,$890,,,$810,,,,,
,,Parker County,,,,"$375,430",,,"$2,320",,,"$2,120",,,,,
,,Parmer County,,,,"$138,580",,,$860,,,$780,,,,,
,,Pecos County,,,,"$148,900",,,$920,,,$840,,,,,
,,Polk County,,,,"$155,910",,,$960,,,$880,,,,,
,,Potter County,,,,"$145,810",,,$900,,,$810,,,,,
,,Presidio County,,,,"$124,860",,,$770,,,$700,,,,,
,,Rains County,,,,"$179,540",,,"$1,110",,,"$1,010",,,,,
,,Randall County,,,,"$249,940",,,"$1,540",,,"$1,400",,,,,
,,Reagan County,,,,"$127,850",,,$790,,,$720,,,,,
,,Real County,,,,"$266,220",,,"$1,640",,,"$1,500",,,,,
,,Red River County,,,,"$117,220",,,$720,,,$660,,,,,
,,Reeves County,,,,"$112,270",,,$690,,,$630,,,,,
,,Refugio County,,,,"$95,860",,,$590,,,$540,,,,,
,,Roberts County,,,,"$169,430",,,"$1,050",,,$950,,,,,
,,Robertson County,,,,"$172,790",,,"$1,070",,,$910,,,,,
,,Rockwall County,,,,"$433,980",,,"$2,680",,,"$2,450",,,,,
,,Runnels County,,,,"$92,560",,,$570,,,$520,,,,,
,,Rusk County,,,,"$155,660",,,$960,,,$860,,,,,
,,Sabine County,,,,"$138,580",,,$860,,,$780,,,,,
,,San Augustine County,,,,"$85,030",,,$520,,,$480,,,,,
,,San Jacinto County,,,,"$175,220",,,"$1,080",,,$970,,,,,
,,San Patricio County,,,,"$178,500",,,"$1,100",,,"$1,040",,,,,
,,San Saba County,,,,"$138,580",,,$860,,,$780,,,,,
,,Schleicher County,,,,"$99,780",,,$620,,,$560,,,,,
,,Scurry County,,,,"$112,890",,,$700,,,$640,,,,,
,,Shackelford County,,,,"$184,190",,,"$1,140",,,"$1,040",,,,,
,,Shelby County,,,,"$110,820",,,$680,,,$620,,,,,
,,Sherman County,,,,"$111,540",,,$690,,,$630,,,,,
,,Smith County,,,,"$231,640",,,"$1,430",,,"$1,300",,,,,
,,Somervell County,,,,"$254,460",,,"$1,570",,,"$1,430",,,,,
,,Starr County,,,,"$101,540",,,$630,,,$570,,,,,
,,Stephens County,,,,"$101,120",,,$620,,,$570,,,,,
,,Sterling County,,,,"$124,860",,,$770,,,$700,,,,,
,,Stonewall County,,,,"$56,440",,,$350,,,$320,,,,,
,,Sutton County,,,,"$136,830",,,$840,,,$770,,,,,
,,Swisher County,,,,"$88,020",,,$540,,,$500,,,,,
,,Tarrant County,,,,"$320,380",,,"$1,980",,,"$1,810",,,,,
,,Taylor County,,,,"$212,070",,,"$1,310",,,"$1,100",,,,,
,,Terrell County,,,,"$123,620",,,$760,,,$700,,,,,
,,Terry County,,,,"$108,860",,,$670,,,$610,,,,,
,,Throckmorton County,,,,"$69,130",,,$430,,,$390,,,,,
,,Titus County,,,,"$143,330",,,$880,,,$810,,,,,
,,Tom Green County,,,,"$193,790",,,"$1,200",,,"$1,130",,,,,
,,Travis County,,,,"$553,750",,,"$3,420",,,"$3,330",,,,,
,,Trinity County,,,,"$107,620",,,$660,,,$610,,,,,
,,Tyler County,,,,"$128,880",,,$800,,,$730,,,,,
,,Upshur County,,,,"$175,100",,,"$1,080",,,$970,,,,,
,,Upton County,,,,"$98,650",,,$610,,,$560,,,,,
,,Uvalde County,,,,"$134,040",,,$830,,,$750,,,,,
,,Val Verde County,,,,"$142,910",,,$880,,,$800,,,,,
,,Van Zandt County,,,,"$187,080",,,"$1,150",,,"$1,050",,,,,
,,Victoria County,,,,"$217,720",,,"$1,340",,,"$1,200",,,,,
,,Walker County,,,,"$205,650",,,"$1,270",,,"$1,160",,,,,
,,Waller County,,,,"$280,220",,,"$1,730",,,"$1,560",,,,,
,,Ward County,,,,"$121,450",,,$750,,,$680,,,,,
,,Washington County,,,,"$256,210",,,"$1,580",,,"$1,440",,,,,
,,Webb County,,,,"$171,050",,,"$1,060",,,$990,,,,,
,,Wharton County,,,,"$175,520",,,"$1,080",,,$990,,,,,
,,Wheeler County,,,,"$108,550",,,$670,,,$610,,,,,
,,Wichita County,,,,"$148,290",,,$910,,,$850,,,,,
,,Wilbarger County,,,,"$84,920",,,$520,,,$480,,,,,
,,Willacy County,,,,"$69,030",,,$430,,,$390,,,,,
,,Williamson County,,,,"$455,350",,,"$2,810",,,"$2,740",,,,,
